ts,type,plan_index,plan_time_utc,plan_path,action,orders,reason,reason_flags,start_block_reasons
2026-02-09T16:30:00+00:00,PLAN_SWITCH,66,2026-02-09 16:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T163000+0000.json,HOLD,,,,
2026-02-09T16:45:00+00:00,PLAN_SWITCH,67,2026-02-09 16:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T164500+0000.json,HOLD,,,,
2026-02-09T17:00:00+00:00,PLAN_SWITCH,68,2026-02-09 17:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T170000+0000.json,HOLD,,,,
2026-02-09T17:15:00+00:00,PLAN_SWITCH,69,2026-02-09 17:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T171500+0000.json,HOLD,,,,
2026-02-09T17:30:00+00:00,PLAN_SWITCH,70,2026-02-09 17:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T173000+0000.json,HOLD,,,,
2026-02-09T17:45:00+00:00,PLAN_SWITCH,71,2026-02-09 17:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T174500+0000.json,STOP,,,,
2026-02-09T17:45:00+00:00,STOP,71,2026-02-09 17:45:00+00:00,,,,PLAN_STOP,['os_dev_trend_stop'],"['gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'stop_rule_active']"
2026-02-09T18:00:00+00:00,PLAN_SWITCH,72,2026-02-09 18:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T180000+0000.json,HOLD,,,,
2026-02-09T18:15:00+00:00,PLAN_SWITCH,73,2026-02-09 18:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T181500+0000.json,HOLD,,,,
2026-02-09T18:30:00+00:00,PLAN_SWITCH,74,2026-02-09 18:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T183000+0000.json,HOLD,,,,
2026-02-09T18:45:00+00:00,PLAN_SWITCH,75,2026-02-09 18:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T184500+0000.json,HOLD,,,,
2026-02-09T19:00:00+00:00,PLAN_SWITCH,76,2026-02-09 19:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T190000+0000.json,HOLD,,,,
2026-02-09T19:15:00+00:00,PLAN_SWITCH,77,2026-02-09 19:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T191500+0000.json,HOLD,,,,
2026-02-09T19:30:00+00:00,PLAN_SWITCH,78,2026-02-09 19:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T193000+0000.json,HOLD,,,,
2026-02-09T19:45:00+00:00,PLAN_SWITCH,79,2026-02-09 19:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T194500+0000.json,HOLD,,,,
2026-02-09T20:00:00+00:00,PLAN_SWITCH,80,2026-02-09 20:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T200000+0000.json,HOLD,,,,
2026-02-09T20:15:00+00:00,PLAN_SWITCH,81,2026-02-09 20:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T201500+0000.json,HOLD,,,,
2026-02-09T20:30:00+00:00,PLAN_SWITCH,82,2026-02-09 20:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T203000+0000.json,HOLD,,,,
2026-02-09T20:45:00+00:00,PLAN_SWITCH,83,2026-02-09 20:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T204500+0000.json,HOLD,,,,
2026-02-09T21:00:00+00:00,PLAN_SWITCH,84,2026-02-09 21:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T210000+0000.json,HOLD,,,,
2026-02-09T21:15:00+00:00,PLAN_SWITCH,85,2026-02-09 21:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T211500+0000.json,HOLD,,,,
2026-02-09T21:30:00+00:00,PLAN_SWITCH,86,2026-02-09 21:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T213000+0000.json,HOLD,,,,
2026-02-09T21:45:00+00:00,PLAN_SWITCH,87,2026-02-09 21:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T214500+0000.json,HOLD,,,,
2026-02-09T22:00:00+00:00,PLAN_SWITCH,88,2026-02-09 22:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T220000+0000.json,HOLD,,,,
2026-02-09T22:15:00+00:00,PLAN_SWITCH,89,2026-02-09 22:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T221500+0000.json,HOLD,,,,
2026-02-09T22:30:00+00:00,PLAN_SWITCH,90,2026-02-09 22:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T223000+0000.json,HOLD,,,,
2026-02-09T22:45:00+00:00,PLAN_SWITCH,91,2026-02-09 22:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T224500+0000.json,HOLD,,,,
2026-02-09T23:00:00+00:00,PLAN_SWITCH,92,2026-02-09 23:00:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T230000+0000.json,HOLD,,,,
2026-02-09T23:15:00+00:00,PLAN_SWITCH,93,2026-02-09 23:15:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T231500+0000.json,HOLD,,,,
2026-02-09T23:30:00+00:00,PLAN_SWITCH,94,2026-02-09 23:30:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.20260209T233000+0000.json,HOLD,,,,
2026-02-09T23:45:00+00:00,PLAN_SWITCH,95,2026-02-09 23:45:00+00:00,/freqtrade/user_data/walkforward/step1-smoke-20260212/window_001_plans/grid_plan.latest.json,HOLD,,,,
