ts,type,plan_index,plan_time_utc,plan_path,action,reason,reason_flags,start_block_reasons
2026-02-05T03:45:00+00:00,PLAN_SWITCH,15,2026-02-05 03:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T034500+0000.json,HOLD,,,
2026-02-05T04:00:00+00:00,PLAN_SWITCH,16,2026-02-05 04:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T040000+0000.json,HOLD,,,
2026-02-05T04:15:00+00:00,PLAN_SWITCH,17,2026-02-05 04:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T041500+0000.json,HOLD,,,
2026-02-05T04:30:00+00:00,PLAN_SWITCH,18,2026-02-05 04:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T043000+0000.json,HOLD,,,
2026-02-05T04:45:00+00:00,PLAN_SWITCH,19,2026-02-05 04:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T044500+0000.json,HOLD,,,
2026-02-05T05:00:00+00:00,PLAN_SWITCH,20,2026-02-05 05:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T050000+0000.json,HOLD,,,
2026-02-05T05:15:00+00:00,PLAN_SWITCH,21,2026-02-05 05:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T051500+0000.json,HOLD,,,
2026-02-05T05:30:00+00:00,PLAN_SWITCH,22,2026-02-05 05:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T053000+0000.json,HOLD,,,
2026-02-05T05:45:00+00:00,PLAN_SWITCH,23,2026-02-05 05:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T054500+0000.json,HOLD,,,
2026-02-05T06:00:00+00:00,PLAN_SWITCH,24,2026-02-05 06:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T060000+0000.json,HOLD,,,
2026-02-05T06:15:00+00:00,PLAN_SWITCH,25,2026-02-05 06:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T061500+0000.json,HOLD,,,
2026-02-05T06:30:00+00:00,PLAN_SWITCH,26,2026-02-05 06:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T063000+0000.json,HOLD,,,
2026-02-05T06:45:00+00:00,PLAN_SWITCH,27,2026-02-05 06:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T064500+0000.json,HOLD,,,
2026-02-05T07:00:00+00:00,PLAN_SWITCH,28,2026-02-05 07:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T070000+0000.json,HOLD,,,
2026-02-05T07:15:00+00:00,PLAN_SWITCH,29,2026-02-05 07:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T071500+0000.json,HOLD,,,
2026-02-05T07:30:00+00:00,PLAN_SWITCH,30,2026-02-05 07:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T073000+0000.json,HOLD,,,
2026-02-05T07:45:00+00:00,PLAN_SWITCH,31,2026-02-05 07:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T074500+0000.json,HOLD,,,
2026-02-05T08:00:00+00:00,PLAN_SWITCH,32,2026-02-05 08:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T080000+0000.json,HOLD,,,
2026-02-05T08:15:00+00:00,PLAN_SWITCH,33,2026-02-05 08:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T081500+0000.json,HOLD,,,
2026-02-05T08:30:00+00:00,PLAN_SWITCH,34,2026-02-05 08:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T083000+0000.json,HOLD,,,
2026-02-05T08:45:00+00:00,PLAN_SWITCH,35,2026-02-05 08:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T084500+0000.json,HOLD,,,
2026-02-05T09:00:00+00:00,PLAN_SWITCH,36,2026-02-05 09:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T090000+0000.json,HOLD,,,
2026-02-05T09:15:00+00:00,PLAN_SWITCH,37,2026-02-05 09:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T091500+0000.json,HOLD,,,
2026-02-05T09:30:00+00:00,PLAN_SWITCH,38,2026-02-05 09:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T093000+0000.json,HOLD,,,
2026-02-05T09:45:00+00:00,PLAN_SWITCH,39,2026-02-05 09:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T094500+0000.json,HOLD,,,
2026-02-05T10:00:00+00:00,PLAN_SWITCH,40,2026-02-05 10:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T100000+0000.json,HOLD,,,
2026-02-05T10:15:00+00:00,PLAN_SWITCH,41,2026-02-05 10:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T101500+0000.json,HOLD,,,
2026-02-05T10:30:00+00:00,PLAN_SWITCH,42,2026-02-05 10:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T103000+0000.json,HOLD,,,
2026-02-05T10:45:00+00:00,PLAN_SWITCH,43,2026-02-05 10:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T104500+0000.json,HOLD,,,
2026-02-05T11:00:00+00:00,PLAN_SWITCH,44,2026-02-05 11:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T110000+0000.json,HOLD,,,
2026-02-05T11:15:00+00:00,PLAN_SWITCH,45,2026-02-05 11:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T111500+0000.json,HOLD,,,
2026-02-05T11:30:00+00:00,PLAN_SWITCH,46,2026-02-05 11:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T113000+0000.json,HOLD,,,
2026-02-05T11:45:00+00:00,PLAN_SWITCH,47,2026-02-05 11:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T114500+0000.json,HOLD,,,
2026-02-05T12:00:00+00:00,PLAN_SWITCH,48,2026-02-05 12:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T120000+0000.json,HOLD,,,
2026-02-05T12:15:00+00:00,PLAN_SWITCH,49,2026-02-05 12:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T121500+0000.json,HOLD,,,
2026-02-05T12:30:00+00:00,PLAN_SWITCH,50,2026-02-05 12:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T123000+0000.json,HOLD,,,
2026-02-05T12:45:00+00:00,PLAN_SWITCH,51,2026-02-05 12:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T124500+0000.json,HOLD,,,
2026-02-05T13:00:00+00:00,PLAN_SWITCH,52,2026-02-05 13:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T130000+0000.json,HOLD,,,
2026-02-05T13:15:00+00:00,PLAN_SWITCH,53,2026-02-05 13:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T131500+0000.json,HOLD,,,
2026-02-05T13:30:00+00:00,PLAN_SWITCH,54,2026-02-05 13:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T133000+0000.json,HOLD,,,
2026-02-05T13:45:00+00:00,PLAN_SWITCH,55,2026-02-05 13:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T134500+0000.json,HOLD,,,
2026-02-05T14:00:00+00:00,PLAN_SWITCH,56,2026-02-05 14:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T140000+0000.json,HOLD,,,
2026-02-05T14:15:00+00:00,PLAN_SWITCH,57,2026-02-05 14:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T141500+0000.json,HOLD,,,
2026-02-05T14:30:00+00:00,PLAN_SWITCH,58,2026-02-05 14:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T143000+0000.json,HOLD,,,
2026-02-05T14:45:00+00:00,PLAN_SWITCH,59,2026-02-05 14:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T144500+0000.json,HOLD,,,
2026-02-05T15:00:00+00:00,PLAN_SWITCH,60,2026-02-05 15:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T150000+0000.json,STOP,,,
2026-02-05T15:00:00+00:00,STOP,60,2026-02-05 15:00:00+00:00,,,PLAN_STOP,['range_shift_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'rsi_out_of_range', 'stop_rule_active']"
2026-02-05T15:15:00+00:00,PLAN_SWITCH,61,2026-02-05 15:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T151500+0000.json,STOP,,,
2026-02-05T15:15:00+00:00,STOP,61,2026-02-05 15:15:00+00:00,,,PLAN_STOP,['range_shift_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'cooldown_active', 'stop_rule_active']"
2026-02-05T15:30:00+00:00,PLAN_SWITCH,62,2026-02-05 15:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T153000+0000.json,HOLD,,,
2026-02-05T15:45:00+00:00,PLAN_SWITCH,63,2026-02-05 15:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T154500+0000.json,HOLD,,,
2026-02-05T16:00:00+00:00,PLAN_SWITCH,64,2026-02-05 16:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T160000+0000.json,HOLD,,,
2026-02-05T16:15:00+00:00,PLAN_SWITCH,65,2026-02-05 16:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T161500+0000.json,HOLD,,,
2026-02-05T16:30:00+00:00,PLAN_SWITCH,66,2026-02-05 16:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T163000+0000.json,HOLD,,,
2026-02-05T16:45:00+00:00,PLAN_SWITCH,67,2026-02-05 16:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T164500+0000.json,HOLD,,,
2026-02-05T17:00:00+00:00,PLAN_SWITCH,68,2026-02-05 17:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T170000+0000.json,HOLD,,,
2026-02-05T17:15:00+00:00,PLAN_SWITCH,69,2026-02-05 17:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T171500+0000.json,HOLD,,,
2026-02-05T17:30:00+00:00,PLAN_SWITCH,70,2026-02-05 17:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T173000+0000.json,HOLD,,,
2026-02-05T17:45:00+00:00,PLAN_SWITCH,71,2026-02-05 17:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T174500+0000.json,HOLD,,,
2026-02-05T18:00:00+00:00,PLAN_SWITCH,72,2026-02-05 18:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T180000+0000.json,HOLD,,,
2026-02-05T18:15:00+00:00,PLAN_SWITCH,73,2026-02-05 18:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T181500+0000.json,HOLD,,,
2026-02-05T18:30:00+00:00,PLAN_SWITCH,74,2026-02-05 18:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T183000+0000.json,STOP,,,
2026-02-05T18:30:00+00:00,STOP,74,2026-02-05 18:30:00+00:00,,,PLAN_STOP,['os_dev_trend_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'stop_rule_active']"
2026-02-05T18:45:00+00:00,PLAN_SWITCH,75,2026-02-05 18:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T184500+0000.json,HOLD,,,
2026-02-05T19:00:00+00:00,PLAN_SWITCH,76,2026-02-05 19:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T190000+0000.json,HOLD,,,
2026-02-05T19:15:00+00:00,PLAN_SWITCH,77,2026-02-05 19:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T191500+0000.json,HOLD,,,
2026-02-05T19:30:00+00:00,PLAN_SWITCH,78,2026-02-05 19:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T193000+0000.json,HOLD,,,
2026-02-05T19:45:00+00:00,PLAN_SWITCH,79,2026-02-05 19:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T194500+0000.json,STOP,,,
2026-02-05T19:45:00+00:00,STOP,79,2026-02-05 19:45:00+00:00,,,PLAN_STOP,['os_dev_trend_stop'],"['gate_fail:adx_ok', 'gate_fail:bbw_nonexp', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'cooldown_active', 'stop_rule_active']"
2026-02-05T20:00:00+00:00,PLAN_SWITCH,80,2026-02-05 20:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T200000+0000.json,STOP,,,
2026-02-05T20:00:00+00:00,STOP,80,2026-02-05 20:00:00+00:00,,,PLAN_STOP,['os_dev_trend_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:mrvd_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'cooldown_active', 'stop_rule_active']"
2026-02-05T20:15:00+00:00,PLAN_SWITCH,81,2026-02-05 20:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T201500+0000.json,STOP,,,
2026-02-05T20:15:00+00:00,STOP,81,2026-02-05 20:15:00+00:00,,,PLAN_STOP,['range_shift_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'gate_fail:cvd_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'cooldown_active', 'stop_rule_active']"
2026-02-05T20:30:00+00:00,PLAN_SWITCH,82,2026-02-05 20:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T203000+0000.json,HOLD,,,
2026-02-05T20:45:00+00:00,PLAN_SWITCH,83,2026-02-05 20:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T204500+0000.json,HOLD,,,
2026-02-05T21:00:00+00:00,PLAN_SWITCH,84,2026-02-05 21:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T210000+0000.json,HOLD,,,
2026-02-05T21:15:00+00:00,PLAN_SWITCH,85,2026-02-05 21:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T211500+0000.json,HOLD,,,
2026-02-05T21:30:00+00:00,PLAN_SWITCH,86,2026-02-05 21:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T213000+0000.json,HOLD,,,
2026-02-05T21:45:00+00:00,PLAN_SWITCH,87,2026-02-05 21:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T214500+0000.json,HOLD,,,
2026-02-05T22:00:00+00:00,PLAN_SWITCH,88,2026-02-05 22:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T220000+0000.json,STOP,,,
2026-02-05T22:00:00+00:00,STOP,88,2026-02-05 22:00:00+00:00,,,PLAN_STOP,['os_dev_trend_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'stop_rule_active']"
2026-02-05T22:15:00+00:00,PLAN_SWITCH,89,2026-02-05 22:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T221500+0000.json,HOLD,,,
2026-02-05T22:30:00+00:00,PLAN_SWITCH,90,2026-02-05 22:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T223000+0000.json,HOLD,,,
2026-02-05T22:45:00+00:00,PLAN_SWITCH,91,2026-02-05 22:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T224500+0000.json,HOLD,,,
2026-02-05T23:00:00+00:00,PLAN_SWITCH,92,2026-02-05 23:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T230000+0000.json,HOLD,,,
2026-02-05T23:15:00+00:00,PLAN_SWITCH,93,2026-02-05 23:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T231500+0000.json,HOLD,,,
2026-02-05T23:30:00+00:00,PLAN_SWITCH,94,2026-02-05 23:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T233000+0000.json,HOLD,,,
2026-02-05T23:45:00+00:00,PLAN_SWITCH,95,2026-02-05 23:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260205T234500+0000.json,HOLD,,,
2026-02-06T00:00:00+00:00,PLAN_SWITCH,96,2026-02-06 00:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T000000+0000.json,STOP,,,
2026-02-06T00:00:00+00:00,STOP,96,2026-02-06 00:00:00+00:00,,,PLAN_STOP,['range_shift_stop'],"['gate_fail:adx_ok', 'gate_fail:ema_dist_ok', 'gate_fail:bbwp_gate_ok', 'gate_fail:os_dev_build_ok', 'gate_fail:fvg_gate_ok', 'rsi_out_of_range', 'reclaim_active', 'stop_rule_active']"
2026-02-06T00:15:00+00:00,PLAN_SWITCH,97,2026-02-06 00:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T001500+0000.json,HOLD,,,
2026-02-06T00:30:00+00:00,PLAN_SWITCH,98,2026-02-06 00:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T003000+0000.json,HOLD,,,
2026-02-06T00:45:00+00:00,PLAN_SWITCH,99,2026-02-06 00:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T004500+0000.json,HOLD,,,
2026-02-06T01:00:00+00:00,PLAN_SWITCH,100,2026-02-06 01:00:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T010000+0000.json,HOLD,,,
2026-02-06T01:15:00+00:00,PLAN_SWITCH,101,2026-02-06 01:15:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T011500+0000.json,HOLD,,,
2026-02-06T01:30:00+00:00,PLAN_SWITCH,102,2026-02-06 01:30:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T013000+0000.json,HOLD,,,
2026-02-06T01:45:00+00:00,PLAN_SWITCH,103,2026-02-06 01:45:00+00:00,/freqtrade/user_data/walkforward/wf_oos_nonoverlap_pass15_osdev075/window_003_plans/grid_plan.20260206T014500+0000.json,HOLD,,,
